id,x0,x1,x2,fitness-4.5,fitness-4,fitness-5,fitness-3.5
175,0.918091,4.24092,-4.89772,-485.46,NA,NA,NA
304,0.0725459,4.12741,-5,-244.172,NA,NA,NA
576,-1.38672,3.75361,-5,NA,-15.47,NA,NA
798,-1.81074,3.69809,-4.90682,NA,NA,-41.917,NA
824,-2.53939,3.81269,-5,NA,NA,-53.846,NA
1090,-1.48316,3.35082,-4.81026,-11.289,NA,NA,NA
1235,-2.45516,3.57998,-5,NA,NA,-58.341,NA
1464,-2.62034,3.83154,-5,NA,NA,-53.642,NA
1771,-2.14196,4.05912,-4.87815,-40.625,NA,NA,NA
1928,-2.26585,3.67168,-5,NA,NA,-59.202,NA
2031,-2.04,3.65612,-4.8708,NA,-35.633,NA,NA
2222,-1.5288,3.68844,-5,-3.126,NA,NA,NA
2557,-1.25242,3.4124,-5,NA,-22.505,NA,NA
2739,-2.23898,3.52935,-5,-46.71,NA,NA,NA
2882,-1.97244,3.90491,-4.64672,NA,NA,-42.397,NA
3197,-1.62109,4.09479,-5,NA,NA,-42.284,NA
3317,-1.6968,3.36851,-5,NA,NA,-35.385,NA
3460,-2.1708,3.17798,-5,-57.386,NA,NA,NA
3610,-1.84205,4.03656,-5,NA,NA,NA,-54.591
3880,-2.39638,4.05045,-5,NA,-51.767,NA,NA
4140,-2.20345,4.11689,-5,NA,NA,-50.565,NA
4220,-1.78313,3.54251,-5,NA,NA,-42.349,NA
4550,-1.2849,3.77944,-4.56632,NA,NA,-58.453,NA
4800,-1.62111,4.42502,-5,NA,-50.66,NA,NA
4970,-1.29555,5,-4.8143,-80.584,NA,NA,NA
5177,-2.17303,3.79796,-5,NA,NA,-50.539,NA
5217,-1.89772,3.50167,-5,-21.263,NA,NA,NA
5434,-2.59219,4.20695,-5,-51.259,NA,NA,NA
5733,-1.78261,3.18439,-5,-49.583,NA,NA,NA
5829,-1.65048,3.33014,-5,NA,NA,-34.93,NA
6192,-1.53713,3.70779,-5,-16.449,NA,NA,NA
6299,-1.49901,3.75419,-5,-20.519,NA,NA,NA
6498,-2.17227,4.29184,-4.87987,-46.643,NA,NA,NA
6789,-2.09024,4.31587,-5,NA,NA,-58.533,NA
6978,-1.88043,4.16505,-5,NA,-35.544,NA,NA
7089,-1.49024,3.70117,-5,NA,NA,-38.885,NA
7254,-1.60693,3.68868,-5,-4.575,NA,NA,NA
7580,-2.17636,3.43502,-4.57388,NA,NA,-61.093,NA
7643,-2.1856,3.46188,-4.87869,NA,NA,-52.776,NA
7973,-1.50616,4.16077,-5,-33.13,NA,NA,NA
8098,-1.08793,4.05148,-4.80257,NA,NA,-51.243,NA
8324,-2.67889,4.21414,-4.2009,NA,NA,-68.81,NA
8421,-2.5081,4.81085,-5,NA,NA,-76.137,NA
8644,-2.03555,3.66295,-5,NA,NA,-36.302,NA
8871,-1.18982,3.41452,-5,-42.631,NA,NA,NA
9011,-1.75616,4.36478,-5,NA,NA,-45.239,NA
9258,-1.69886,4.32374,-5,NA,-44.019,NA,NA
9438,-1.46923,4.12874,-5,NA,-24.385,NA,NA
9608,-1.51368,3.29116,-5,NA,-23.832,NA,NA
9898,-2.18892,3.85137,-5,NA,-39.135,NA,NA
10096,-1.78587,3.7407,-5,NA,-23.694,NA,NA
10247,-2.05823,4.28724,-5,-43.59,NA,NA,NA
10569,-1.8368,3.353,-5,NA,-39.246,NA,NA
10687,-2.52906,3.81251,-5,NA,NA,-55.916,NA
10969,-2.21112,4.1925,-5,-48.676,NA,NA,NA
11057,-2.01303,3.96504,-5,NA,-36.606,NA,NA
11288,-1.39451,4.49517,-4.93057,-55.938,NA,NA,NA
11410,-1.95595,4.16537,-5,NA,-31.695,NA,NA
11753,-1.80988,3.45928,-5,-30.465,NA,NA,NA
11995,-1.08791,3.36213,-5,NA,NA,-50.612,NA
12118,-2.48462,4.05522,-5,-53.939,NA,NA,NA
12384,-1.86585,3.5674,-4.86053,NA,NA,-46.12,NA
12532,-1.85015,3.66213,-5,-21.632,NA,NA,NA
12660,-2.60977,3.78515,-5,NA,NA,-54.603,NA
12875,-2.28126,3.68568,-5,NA,NA,-60.822,NA
13200,-2.41572,4.04737,-4.95788,NA,NA,-56.756,NA
13287,-1.53521,4.51191,-5,NA,-59.847,NA,NA
13499,-1.73546,3.96134,-4.95585,-14.188,NA,NA,NA
13757,-0.978123,3.72771,-5,-34.672,NA,NA,NA
13939,-0.855863,3.77671,-4.91044,NA,NA,-63.747,NA
14032,-1.78895,3.64542,-5,NA,NA,-40.98,NA
14351,-1.93715,3.55365,-4.89379,NA,NA,-51.601,NA
14577,-1.68563,4.02828,-4.57687,NA,NA,-37.615,NA
14772,-1.68511,3.83655,-5,-6.758,NA,NA,NA
14839,-1.31135,4.01883,-4.46487,-37.889,NA,NA,NA
15068,-1.19412,3.86621,-5,-18.687,NA,NA,NA
15369,-2.19309,4.15426,-4.90492,-45.035,NA,NA,NA
15551,-2.28165,3.93057,-5,-44.05,NA,NA,NA
15721,-2.09378,3.67528,-4.86742,NA,NA,-41.726,NA
15864,-1.93212,3.67821,-5,-24.594,NA,NA,NA
16016,-2.11771,3.24623,-5,NA,NA,-65.658,NA
16296,-1.63486,2.86189,-4.68911,-63.876,NA,NA,NA
16459,-1.13198,3.62457,-4.89396,-20.356,NA,NA,NA
16799,-1.66456,3.31716,-5,NA,NA,-39.461,NA
16874,-1.42822,3.66951,-5,NA,NA,-38.711,NA
17064,-2.3725,4.30949,-5,NA,NA,-51.022,NA
17341,-1.49969,3.61173,-5,NA,-5.292,NA,NA
17501,-2.33492,3.3451,-5,NA,NA,-48.351,NA
17657,-1.18835,3.81572,-5,NA,NA,-63.689,NA
17997,-1.8098,3.90213,-5,NA,NA,-47.168,NA
18014,-1.44491,3.94716,-5,NA,-17.834,NA,NA
18297,-2.25495,4.37562,-4.95039,NA,-55.58,NA,NA
18529,-1.41144,4.01502,-5,NA,-27.233,NA,NA
18750,-1.78057,3.23216,-4.93127,-41.242,NA,NA,NA
18803,-1.77824,3.55864,-5,-18.991,NA,NA,NA
19095,-1.23737,3.66201,-5,NA,NA,-38.668,NA
19337,-2.21234,3.71003,-4.7196,-37.171,NA,NA,NA
19586,-1.75467,4.17575,-4.69516,NA,-37.251,NA,NA
19715,-2.44152,4.06971,-4.79079,NA,-61.82,NA,NA
19915,-1.66445,4.24553,-5,NA,NA,-37.447,NA
20043,-1.81172,5,-5,NA,NA,-74.886,NA
20338,-1.95916,4.41251,-4.56138,-51.511,NA,NA,NA
20459,-2.03215,4.52565,-5,-53.585,NA,NA,NA
20777,-1.57528,3.93949,-5,NA,NA,-45.481,NA
20833,-1.82653,4.30097,-5,NA,NA,-47.881,NA
21095,-1.90071,3.96593,-5,NA,-31.51,NA,NA
21388,-1.16401,3.58779,-5,-22.26,NA,NA,NA
21562,-2.4309,3.74381,-5,NA,-48.577,NA,NA
21719,-2.55285,3.31776,-5,-68.236,NA,NA,NA
21974,-1.67622,4.0438,-4.90125,-18.028,NA,NA,NA
22023,-1.53024,4.01876,-5,NA,NA,-45.002,NA
22306,-1.96497,3.69894,-5,NA,NA,-38.165,NA
22598,-2.26148,3.13896,-5,NA,-66.056,NA,NA
22625,-1.16225,3.38994,-5,NA,NA,-55.781,NA
22925,-1.81684,3.14203,-5,NA,NA,-66.868,NA
23109,-2.06655,3.37567,-5,-29.648,NA,NA,NA
23209,-1.92074,4.0789,-5,-27.87,NA,NA,NA
23567,-2.0028,3.66829,-4.87169,NA,NA,-32.671,NA
23648,-1.54194,3.73234,-5,NA,NA,-42.572,NA
23812,-1.45426,3.39319,-4.55969,-29.456,NA,NA,NA
24053,-1.63759,4.37893,-5,NA,-47.886,NA,NA
