id,x0,x1,x2,fitness-4,fitness-5,fitness-4.5,fitness-3.5
69,-4.96748,4.06246,-4.60598,-255.612,NA,NA,NA
255,-3.62907,4.43056,-5,NA,-121.46,NA,NA
541,-2.1217,5,-4.98852,-75.358,NA,NA,NA
672,-1.69892,4.06546,-5,-23.226,NA,NA,NA
1000,-1.56743,4.46506,-5,NA,-52.294,NA,NA
1131,-2.06181,3.74057,-5,NA,-38.25,NA,NA
1210,-2.26893,4.3537,-5,NA,-51.465,NA,NA
1456,-2.16323,4.14501,-5,NA,-52.436,NA,NA
1636,-1.6815,4.1237,-5,NA,NA,-28.577,NA
1854,-1.29654,3.74061,-5,NA,NA,-25.802,NA
2077,-0.973273,3.80134,-4.64094,-51.892,NA,NA,NA
2292,-1.35271,3.72184,-5,NA,NA,-21.837,NA
2428,-1.42157,3.74349,-4.54899,NA,NA,-26.798,NA
2797,-2.07069,3.91025,-5,NA,-39.779,NA,NA
2876,-1.33229,4.08042,-4.85887,NA,NA,-20.567,NA
3096,-1.93868,3.79542,-4.66192,NA,NA,-31.506,NA
3319,-1.89101,4.29767,-5,-40.533,NA,NA,NA
3497,-1.87475,3.72381,-4.65284,NA,NA,-22.87,NA
3617,-1.46203,3.84378,-5,NA,-34.11,NA,NA
3858,-2.30862,3.71347,-5,-39.139,NA,NA,NA
4094,-2.11465,3.8126,-5,NA,NA,-38.134,NA
4329,-1.74284,3.80828,-4.57946,NA,-46.213,NA,NA
4577,-1.97278,4.58476,-5,NA,-53.898,NA,NA
4657,-2.24644,3.84099,-5,NA,NA,-37.776,NA
4850,-2.18765,4.04782,-4.65861,NA,NA,-43.011,NA
5089,-1.41956,3.58781,-5,NA,-38.867,NA,NA
5337,-1.86935,3.43788,-5,NA,-52.299,NA,NA
5592,-2.23238,3.96192,-5,NA,-47.023,NA,NA
5772,-1.64933,2.94781,-5,NA,NA,-49.73,NA
5937,-1.15073,3.39048,-5,NA,-54.144,NA,NA
6104,-1.945,3.67176,-5,NA,NA,-25.963,NA
6231,-1.84248,3.2554,-5,NA,NA,-44.881,NA
6434,-2.21711,3.73991,-4.62947,NA,NA,-42.349,NA
6624,-1.57738,3.69356,-4.81302,NA,-43.041,NA,NA
6900,-1.87568,4.36444,-5,-51.628,NA,NA,NA
7064,-1.29005,3.81253,-4.12098,-64.453,NA,NA,NA
7333,-1.85608,4.03641,-5,NA,NA,-26.414,NA
7490,-1.83405,3.67178,-5,NA,-45.013,NA,NA
