id,x0,x1,x2,fitness-4.5,fitness-5,fitness-4,fitness-3.5
135,-2.83747,1.922,-1.75021,-430.999,NA,NA,NA
246,-3.03342,1.78621,-1.84384,NA,-418.338,NA,NA
497,-2.7381,2.0001,-3.30687,NA,NA,-270.429,NA
605,-1.46111,4.53507,-5,-56.292,NA,NA,NA
953,-1.69969,3.66399,-4.83869,NA,-51.209,NA,NA
1057,-1.83395,3.6251,-5,NA,-44.971,NA,NA
1223,-2.07846,4.11099,-4.58895,NA,-53.328,NA,NA
1537,-2.20955,4.95621,-5,NA,-76.351,NA,NA
1770,-3.13478,3.9569,-5,NA,-85.055,NA,NA
1973,-1.85978,3.33247,-5,NA,NA,-51.836,NA
2178,-2.26392,4.67114,-5,-56.666,NA,NA,NA
2352,-2.45058,4.39357,-5,NA,-61.72,NA,NA
2536,-1.48184,3.80239,-5,NA,-27.305,NA,NA
2739,-1.99709,4.70085,-5,NA,-53.229,NA,NA
2815,-2.25494,4.31484,-5,-58.253,NA,NA,NA
3145,-1.83958,3.51707,-5,NA,NA,-37.444,NA
3238,-1.5274,3.81776,-4.63944,NA,NA,-12.19,NA
3485,-2.15704,3.99472,-5,-37.986,NA,NA,NA
3643,-1.66104,4.19645,-5,NA,-37.425,NA,NA
3847,-2.68053,4.67018,-5,-81.607,NA,NA,NA
4044,-2.13587,3.63736,-4.84381,-35.877,NA,NA,NA
4235,-1.36739,3.43731,-5,NA,-73.208,NA,NA
4511,-1.75646,3.95082,-5,NA,-48.857,NA,NA
4626,-2.00509,4.69042,-5,NA,-53.831,NA,NA
4946,-2.05605,4.30013,-5,NA,-62.912,NA,NA
5102,-1.26294,3.31449,-5,NA,-77.355,NA,NA
5294,-1.17613,4.04126,-4.89339,-36.597,NA,NA,NA
5487,-1.20151,4.42282,-5,-60.725,NA,NA,NA
5775,-1.35447,4.57699,-5,NA,-58.779,NA,NA
5991,-1.70251,3.81661,-5,NA,-54.03,NA,NA
6118,-1.83298,4.26013,-5,NA,-47.377,NA,NA
6306,-2.60705,3.34318,-5,NA,-84.342,NA,NA
6471,-1.81642,3.9615,-5,NA,-45.892,NA,NA
6633,-1.69173,3.81075,-5,-13.567,NA,NA,NA
6883,-1.84816,3.82929,-4.79414,NA,NA,-17.447,NA
7114,-2.77555,3.82773,-5,-68.568,NA,NA,NA
7329,-1.85977,4.28404,-4.53822,-44.21,NA,NA,NA
7428,-2.09678,4.01279,-5,NA,-42.612,NA,NA
7791,-1.75242,5,-5,NA,-72.702,NA,NA
7819,-1.68232,4.31847,-5,NA,-39.091,NA,NA
8045,-1.66498,5,-5,NA,-72.833,NA,NA
8373,-2.01506,4.2724,-5,NA,-63.291,NA,NA
8444,-2.35438,3.49725,-4.51414,-56.145,NA,NA,NA
8680,-2.17197,3.94561,-4.76423,NA,-50.867,NA,NA
