id,x0,x1,x2,fitness-2.5,fitness-5,fitness-4,fitness-4.5
173,-4.04089,2.10127,-4.96456,-304.136,NA,NA,NA
202,-4.04089,3.12977,-4.96456,-239.172,NA,NA,NA
222,-2.39054,3.12977,-4.96456,-206.937,NA,NA,NA
237,-2.39054,3.12977,-4.96456,NA,-76.935,NA,NA
249,-2.39054,3.55241,-4.96456,NA,-55.88,NA,NA
261,-1.53504,3.55241,-4.96456,NA,-45.819,NA,NA
270,-1.53504,3.55241,-4.96456,NA,NA,-20.935,NA
286,-1.53504,3.55241,-4.96456,NA,NA,-13.393,NA
310,-1.53504,3.76597,-4.96456,NA,NA,-11.522,NA
326,-1.53504,3.76597,-4.96456,NA,NA,-8.737,NA
376,-1.53504,3.76597,-4.96456,NA,NA,-3.973,NA
397,-1.53504,3.6694,-4.96456,NA,NA,-2.911,NA
481,-1.53504,3.6694,-4.92433,NA,NA,-1.95,NA
522,-1.53504,3.6694,-4.92433,NA,NA,-1.429,NA
565,-1.53504,3.6694,-4.92433,NA,NA,NA,-1.034
593,-1.53504,3.6694,-4.8441,NA,NA,NA,-0.46
676,-1.53504,3.6694,-4.8441,NA,NA,NA,-0.444
691,-1.53504,3.6694,-4.86274,NA,NA,NA,-0.415
812,-1.46872,3.6694,-4.86274,NA,NA,NA,-0.037
1183,-1.48107,3.6694,-4.86274,NA,NA,NA,-0.009
1869,-1.48107,3.67729,-4.86274,NA,NA,NA,-0.007
1899,-1.48107,3.67729,-4.86274,NA,NA,NA,-0.007
2032,-1.48107,3.67729,-4.85609,NA,NA,NA,-0.005
3095,-1.48107,3.67192,-4.85609,NA,NA,NA,-0.004
4063,-1.48107,3.67192,-4.85821,NA,NA,NA,-0.003
4083,-1.48107,3.672,-4.85821,NA,NA,NA,-0.003
5648,-1.48107,3.67292,-4.85821,NA,NA,NA,-0.002
5934,-1.48107,3.67292,-4.85821,NA,NA,NA,-0.001
7599,-1.48107,3.67292,-4.85876,NA,NA,NA,-0.001
8122,-1.48107,2.17735,-4.85876,NA,NA,NA,-229.777
