id,x0,x1,x2,fitness
83,-3.3524,4.2761,-4.47436,-122.801
209,-3.3524,4.04138,-4.47436,-122.152
217,-1.04044,4.04138,-4.47436,-79.991
227,-1.71964,4.04138,-4.47436,-38.999
240,-1.71964,3.58976,-4.47436,-33.306
262,-1.71964,3.58976,-5,-12.567
279,-1.71964,3.58842,-5,-12.564
297,-1.57869,3.58842,-5,-6.427
330,-1.57869,3.58842,-4.9441,-4.29
361,-1.48263,3.58842,-4.9441,-2.897
382,-1.48263,3.70743,-4.9441,-1.236
406,-1.48263,3.70743,-4.83801,-0.224
430,-1.48263,3.65651,-4.83801,-0.123
585,-1.48263,3.68129,-4.83801,-0.075
840,-1.48263,3.67862,-4.83801,-0.07
983,-1.48263,3.67862,-4.84554,-0.03
1582,-1.48263,3.67862,-4.86516,-0.01
2046,-1.48263,3.67862,-4.85268,-0.009
2384,-1.48263,3.67862,-4.85772,-0.004
2428,-1.48263,3.67562,-4.85772,-0.001
4005,-1.48263,3.67562,-4.85825,-0.001
5349,-1.48165,3.67562,-4.85825,0
6278,-1.48165,3.67562,-4.621,-10.441
