id,x0,x1,x2,fitness
12,8.49475,7.31184,8.48459,0.666
354,7.93832,8.3924,7.94667,0.856
453,8.07418,8.28028,7.33114,0.841
795,8.28852,6.77864,6.74314,0.421
912,7.91674,8.39379,7.27581,0.82
1094,7.36986,7.66568,7.65788,0.966
1251,7.95206,7.30965,7.07249,0.823
1550,7.09769,7.75993,7.1923,0.816
1658,7.43937,7.00355,6.93589,0.67
1956,7.58653,7.57638,7.63393,0.99
2182,7.41013,7.3958,7.37266,0.915
2210,7.2154,7.23816,8.16921,0.812
2581,7.61075,7.16334,8.33859,0.814
2692,7.87843,7.42279,7.86639,0.962
2969,7.34938,7.53508,8.2513,0.88
3143,8.12853,7.73956,7.60873,0.951
3213,7.68371,8.5837,7.56777,0.819
3482,7.81779,7.35492,7.26962,0.906
3711,8.14886,7.64551,7.39556,0.92
3887,7.30512,7.9468,7.05272,0.815
4132,7.70074,7.81101,6.70384,0.722
4289,8.36167,7.69198,8.17892,0.838
4420,7.5857,8.33595,7.62714,0.896
4674,7.19422,7.72693,8.31501,0.832
4909,7.98723,7.44068,7.4278,0.936
5104,7.63303,7.28268,8.02347,0.92
5396,6.99762,7.66729,8.65256,0.656
5529,7.91693,7.7572,8.6379,0.793
5629,8.38349,7.75026,7.72839,0.888
5952,7.6477,7.65174,7.6061,0.995
6193,8.56892,7.82786,8.89844,0.536
6297,8.03964,7.52898,8.62134,0.773
6540,8.04794,7.03129,7.47061,0.823
6800,7.82052,7.46556,7.62087,0.978
6949,8.57961,7.21321,7.75157,0.755
7193,8.23146,7.82984,7.09821,0.82
7273,8.09695,7.7658,7.01509,0.822
7577,8.07266,7.98531,7.16057,0.858
7789,7.53087,7.09182,7.89737,0.873
7930,7.57921,7.24302,7.93764,0.919
8195,7.68044,7.32426,7.04257,0.831
8272,8.03161,6.82883,7.31383,0.712
8587,7.41943,8.28141,7.12385,0.796
8789,7.77007,7.21144,7.69448,0.928
8814,7.06521,8.19996,7.95083,0.804
9198,8.13499,7.57523,7.22761,0.881
9271,8.12552,7.78927,7.63447,0.951
9596,8.33502,7.24231,8.18057,0.783
9608,7.73488,7.73648,7.67281,0.999
9844,7.33885,7.93812,8.31046,0.856
10096,7.67813,7.64254,7.93262,0.985
10207,7.85244,8.26922,7.73983,0.914
10428,7.59123,8.1026,8.13222,0.908
10724,7.82661,8.62928,8.2895,0.72
10908,8.05465,7.37941,7.65307,0.936
11095,7.46834,6.96156,7.08303,0.714
11251,7.23339,7.57814,7.00111,0.789
11594,8.10435,8.49758,7.78606,0.81
11695,7.89072,7.85654,7.13735,0.891
11915,8.35952,7.51006,7.44696,0.865
12184,7.82616,8.12146,7.21985,0.883
12237,7.76916,7.78967,7.82954,0.993
12560,7.16627,9.11829,8.42384,0.422
12775,7.71757,7.61563,7.96338,0.98
12974,7.32998,7.81868,7.92223,0.943
13183,8.37048,8.4359,7.32586,0.723
13247,8.16195,7.64649,8.23161,0.876
13508,7.70674,8.37002,8.2175,0.826
13742,7.4879,7.71963,7.82011,0.983
13977,7.37115,7.86481,7.89413,0.951
14037,7.62879,7.6769,7.27301,0.944
14297,7.11409,7.24093,7.51235,0.826
14520,7.00622,8.05071,7.40531,0.802
14695,7.17803,8.64839,8.17054,0.666
14929,6.97144,7.82338,7.72637,0.842
15125,7.37705,8.1394,7.61017,0.918
15345,7.27692,7.62671,8.13768,0.897
15484,7.88794,8.10434,7.86368,0.943
15640,7.33087,6.97473,8.16835,0.752
15916,7.65875,7.34065,7.87925,0.953
16076,8.50638,7.79754,7.91778,0.836
16235,7.67618,6.92903,8.01533,0.803
16591,7.30705,7.51687,8.33365,0.847
16643,7.53555,7.36161,7.95128,0.941
16875,7.18567,7.32642,8.02845,0.852
17016,8.11316,7.93063,7.2463,0.882
17364,6.99244,7.76639,7.34476,0.816
17469,7.25782,7.98997,8.78856,0.672
17614,7.99594,7.80747,8.42363,0.851
17837,7.16404,8.17832,8.10656,0.816
18168,6.73253,6.94673,7.61525,0.573
18357,7.16309,7.58383,7.72033,0.911
18547,8.75611,7.65,7.16512,0.678
18729,7.75326,8.50928,8.1331,0.801
18989,8.12927,7.79038,7.59572,0.948
19054,8.41787,7.91509,8.23381,0.796
19226,7.46563,8.24906,8.22965,0.84
19518,7.42293,7.89626,7.18182,0.888
19668,7.54454,7.06831,7.27061,0.821
19968,7.6715,8.43893,6.82715,0.655
20132,7.58787,7.4138,8.45481,0.838
20255,7.26166,8.24243,7.18592,0.792
20448,7.06983,7.93678,7.46928,0.853
20606,7.33933,8.13602,7.9803,0.893
20874,7.94676,8.43492,8.82667,0.595
21044,7.70488,8.3656,7.12405,0.796
21350,8.1105,8.44715,7.55384,0.82
