id,x0,x1,x2,fitness
6,1.23665,0.23321,-4.04944,-125.82
373,1.25839,2.41762,-4.04978,-33.563
514,1.66666,1.75796,-4.68748,-5.713
630,1.73017,1.99008,-4.08544,-7.162
979,1.45575,1.22261,-4.45798,-10.304
1157,1.64391,1.93816,-4.75716,-10.054
1384,2.23306,1.42571,-4.52762,-9.478
1541,2.19876,1.71866,-4.50131,-7.477
1775,2.26713,1.96154,-4.6188,-14.025
1809,1.70233,2.06914,-3.7445,-20.322
2063,1.80161,1.60072,-4.76023,-6.563
2396,1.95734,1.70292,-4.84886,-10.264
2441,1.9257,1.45854,-4.83455,-10.216
2730,1.56213,1.41879,-4.18813,-3.343
2954,1.62184,1.53531,-4.49697,-2.075
3088,2.00321,1.39721,-4.52978,-4.967
3205,2.06477,1.40835,-3.9244,-9.835
3466,2.5138,1.35446,-4.25869,-19.529
3612,2.04843,1.74347,-4.06569,-5.544
3916,1.9574,1.71795,-3.86642,-8.841
4089,1.57538,1.43405,-4.28227,-2.336
4396,2.09001,2.23083,-4.33921,-15.226
4576,1.59154,1.1464,-4.65287,-13.39
4602,1.90499,1.49832,-4.01998,-4.237
4935,2.13499,1.46043,-3.94998,-9.96
5132,1.65807,1.1261,-4.52803,-11.186
5399,1.63867,1.88087,-4.5477,-4.917
5545,1.0153,1.92711,-4.4633,-23.213
5674,2.30017,1.97737,-4.3164,-13.021
5963,2.34944,1.65829,-4.73615,-15.641
6176,2.16874,1.65881,-4.20307,-5.89
6225,1.74008,1.14788,-4.7437,-14.475
6584,2.23124,1.12721,-4.44096,-15.668
6698,1.42865,1.25146,-4.65329,-13.036
6833,2.01189,1.14873,-4.36028,-9.926
7079,1.78486,1.51201,-4.80431,-8.184
7359,2.03245,1.20099,-4.28226,-8.433
7488,1.98379,1.53424,-4.41248,-2.217
7727,2.3393,2.46238,-4.62963,-32.864
7946,1.7329,1.8974,-4.83545,-11.092
8033,1.80644,1.60979,-3.99733,-3.741
8220,1.96056,1.7633,-4.80941,-9.586
8597,1.51985,1.47807,-4.08879,-4.854
8748,1.66839,1.48898,-4.97677,-14.86
8845,1.77352,1.09936,-4.79806,-17.615
9077,1.5888,1.97395,-4.27014,-5.92
9261,1.67723,2.02401,-4.69905,-10.348
9448,2.27173,1.81968,-4.40786,-9.729
9783,1.79968,1.45527,-4.21668,-1.136
9825,1.90662,1.50143,-4.85517,-10.278
10188,2.3215,2.06182,-4.1557,-16.656
10217,1.91692,2.04149,-4.08268,-9.076
10550,2.10556,0.957738,-4.37965,-19.878
10719,1.62789,1.76639,-4.83739,-10.15
10855,2.83624,1.70475,-4.65671,-36.107
11098,2.15563,1.8328,-4.39951,-6.82
11340,2.52219,1.42293,-4.45019,-19.147
11467,1.653,1.35546,-4.73982,-8.836
11615,2.18083,2.20441,-4.86579,-23.783
11897,1.95484,1.95558,-4.68253,-9.103
12019,1.13822,1.64555,-4.28111,-14.835
12272,1.44114,1.38498,-4.99838,-20.51
12568,1.3758,2.21422,-4.435,-17.123
12609,1.59806,1.48245,-4.61927,-4.72
12886,1.77249,1.12921,-4.25618,-9.042
13169,2.11329,1.69027,-4.23634,-4.55
13206,1.17806,1.77822,-4.40188,-13.553
13426,2.14268,2.09682,-4.42359,-12.159
13711,1.96523,2.10397,-4.3793,-9.347
13894,2.23557,1.88314,-4.53001,-10.561
14134,1.36891,1.54658,-4.79755,-12.963
14303,1.35542,2.01891,-4.4113,-11.653
14496,1.45593,1.55125,-4.59498,-6.133
14712,1.79707,1.89177,-4.76189,-8.895
14824,1.70761,2.28078,-4.37679,-14.688
15050,1.96036,1.62268,-4.73658,-6.943
15252,1.89867,1.22914,-4.13272,-7.178
15569,1.43369,1.42817,-4.84087,-14.017
15747,1.35511,1.63524,-4.38826,-6.212
15932,1.73469,2.05579,-4.65407,-10.036
16124,1.61979,1.38283,-4.18036,-3.247
16284,1.98023,1.83079,-4.00109,-6.803
16423,1.56037,1.94504,-4.49168,-6.321
16723,1.91354,1.09868,-4.57139,-12.52
16978,1.48267,1.58821,-3.88702,-10.352
17088,1.62587,1.35663,-4.6636,-7.123
17204,0.876699,1.36366,-4.55112,-33.475
17537,1.62427,1.55871,-4.26893,-0.79
17682,1.3469,1.79386,-3.8646,-16.123
17846,1.15817,1.34334,-4.88224,-25.495
18016,1.96552,2.09783,-4.83157,-16.205
18250,1.75156,2.02414,-4.57693,-7.879
18454,1.80594,1.4986,-4.16831,-1.19
18644,1.26874,2.01283,-4.13524,-15.946
18911,2.17773,1.61598,-4.03872,-8.163
19010,1.63534,1.2926,-4.5965,-6.963
19307,1.4251,1.79151,-4.20649,-5.935
19526,1.78292,1.62587,-4.33754,-0.084
19673,1.61515,1.96837,-3.95976,-10.269
19886,1.97621,1.49477,-4.19009,-2.533
20024,1.18287,1.51382,-4.52556,-14.091
20254,1.62801,1.60662,-4.82635,-9.113
20442,1.94857,1.57542,-4.47885,-2.178
20773,1.02915,1.87757,-3.90207,-31.46
20922,2.46238,1.65032,-3.91137,-20.421
21170,2.0642,1.59584,-4.85068,-11.535
21212,1.99535,1.58826,-4.36956,-2.009
21531,1.72532,1.84745,-4.8812,-11.815
21615,1.69381,1.24895,-4.58334,-7.452
21813,2.2306,1.83614,-4.73641,-13.407
22054,2.14882,1.86378,-4.21765,-7.293
22253,1.71725,1.55308,-4.855,-9.685
22553,2.12297,2.06124,-3.98465,-14.428
22688,1.91256,1.75317,-4.87101,-10.916
22840,2.26549,1.83348,-3.88259,-15.787
23186,1.47093,1.88427,-4.29534,-5.819
23264,1.78568,1.79312,-4.19205,-1.884
23496,1.82116,1.36333,-4.13174,-3.476
23690,2.06534,1.57259,-3.68418,-17.495
23855,1.91459,1.41496,-3.93414,-7.457
24099,1.96591,1.88901,-4.02843,-6.962
24293,1.75202,2.04638,-4.77074,-12.331
24520,1.97514,1.146,-3.6504,-27.279
24762,1.83902,1.14728,-4.59063,-10.622
24823,1.70711,1.5425,-4.55357,-2.278
25060,1.63315,1.70738,-4.61571,-4.036
25394,1.18645,1.68328,-4.1824,-13.461
25522,2.19244,0.980007,-4.63112,-23.028
25619,1.49171,0.838608,-4.11119,-33.233
25925,2.13269,1.23241,-4.75885,-15.078
26031,1.95639,1.37279,-4.49328,-4.23
26300,1.54066,1.55413,-3.66252,-20.194
26504,1.79108,1.80622,-4.05671,-3.926
26622,1.58444,1.55204,-4.52988,-2.859
26935,1.93755,1.05657,-4.64901,-15.847
27181,1.33371,1.62079,-4.52244,-7.927
27295,1.77553,2.02699,-4.29086,-6.134
27530,1.98091,2.11641,-4.40051,-9.992
27609,1.8948,1.6858,-3.81954,-9.76
27900,2.03603,1.40864,-4.80622,-11.2
28152,1.519,1.83774,-4.45278,-4.658
28377,1.84992,1.81736,-4.55343,-3.726
28441,1.91263,1.33154,-4.84429,-12.147
28722,1.50654,1.77768,-3.57014,-27.194
28908,2.06136,1.53814,-4.24231,-3.375
29173,2.28049,1.44784,-4.32582,-9.438
29236,1.37945,1.61046,-4.20793,-5.88
29482,1.73169,1.26731,-4.67651,-8.8
29765,1.92744,2.06025,-4.54638,-9.044
29843,1.56514,1.68666,-4.55223,-3.531
30183,2.05575,1.98563,-4.20808,-7.871
30394,1.83422,1.75915,-4.70568,-5.948
30491,2.28457,1.85526,-4.21009,-10.828
30731,1.67712,1.52924,-4.74685,-6.723
30940,1.43898,1.9795,-4.49758,-9.244
31062,2.04062,1.21354,-4.35825,-8.202
31231,1.9438,1.13481,-4.61648,-12.168
31433,1.60922,1.68943,-4.20127,-1.572
31668,1.54161,1.27781,-4.52629,-7.495
31824,1.92639,2.34944,-3.88834,-24.723
32137,1.60907,1.91956,-4.63955,-7.4
32312,1.47421,1.77348,-4.82859,-11.988
32526,1.63987,1.85944,-4.34489,-2.92
32641,1.82629,1.60579,-4.91559,-11.463
32889,2.06292,1.70066,-4.31704,-3.366
33123,1.63636,1.83264,-4.08788,-4.396
33336,1.44172,1.39312,-4.38194,-5.728
33469,1.89481,1.45184,-4.48328,-2.412
33689,1.98164,1.36453,-4.86952,-13.037
33932,1.59445,1.53966,-3.99428,-5.184
34128,1.95643,1.07835,-4.3756,-11.927
34207,1.36894,0.926179,-4.24626,-28.337
34536,2.4249,1.25507,-3.66538,-32.731
34696,1.64364,1.48944,-4.38265,-1.114
34988,1.36672,2.32734,-4.73601,-25.285
35119,2.11814,1.54919,-4.24342,-4.518
35253,1.34462,1.98985,-4.26915,-11.362
35461,1.85769,1.68769,-4.07887,-2.543
35689,1.50269,1.44407,-4.4398,-4.028
35870,1.80132,1.03,-4.58019,-15.341
36084,2.2903,1.83106,-4.54339,-11.584
36336,2.28368,1.6207,-4.71059,-12.919
36468,1.74441,2.21176,-4.68989,-15.349
36625,2.06756,1.26281,-4.4925,-8.181
36890,1.94649,1.77416,-4.66199,-5.915
37060,1.91851,1.26775,-4.53185,-6.524
37388,1.5985,2.13726,-4.52051,-11.289
37419,2.23658,2.01035,-4.57455,-13.556
37614,1.96384,2.3771,-4.83345,-25.831
37839,2.32816,1.64136,-4.82676,-17.232
38004,1.57677,2.08045,-4.74751,-13.704
38223,2.54133,2.10731,-4.33993,-24.955
38541,1.85466,2.03972,-4.63868,-9.443
38673,2.04195,1.88594,-4.65509,-8.455
38973,1.71271,1.59674,-4.35052,-0.136
39055,2.18134,1.72908,-4.44043,-6.595
39264,1.75523,2.5456,-4.60472,-28.221
39501,1.27548,1.90639,-4.33921,-11.492
39717,1.50213,1.58273,-4.41107,-2.8
39824,1.65852,1.44826,-4.58925,-3.903
40200,1.55366,2.14455,-4.8225,-17.738
40258,1.57991,1.34515,-4.40535,-4.02
40546,1.96516,1.62634,-4.11923,-2.763
40680,1.7685,1.3383,-4.74247,-8.689
40842,2.20778,1.989,-4.53529,-11.882
41193,1.5462,1.96714,-4.06784,-8.703
41325,1.473,1.40318,-4.68632,-9.162
41460,1.75509,0.978825,-4.51358,-17.779
41667,1.33797,1.04818,-4.59959,-22.991
41933,1.66741,1.98902,-4.81091,-12.332
42131,1.81476,1.52117,-4.60723,-3.295
42290,1.76188,0.986339,-4.29167,-15.934
42589,1.56958,1.48441,-4.48493,-2.876
42762,1.58326,1.29148,-4.73605,-10.817
42821,1.88735,2.05262,-4.42025,-7.392
43100,1.6977,2.84183,-4.38445,-44.754
43241,1.30851,1.81263,-4.75437,-14.122
43541,1.77288,1.49182,-4.49449,-1.612
43660,1.83979,1.44471,-4.65377,-4.986
43867,1.54514,1.81393,-4.75858,-9.255
44157,1.9838,1.94258,-4.43373,-5.786
44300,1.66511,1.44306,-4.87395,-11.471
44423,1.3152,1.89006,-4.5969,-11.816
44765,1.85342,1.90836,-4.67034,-7.2
44860,1.82506,1.59091,-4.0029,-3.682
45085,1.77023,1.04171,-4.22814,-13.3
45214,1.88975,1.62798,-3.18308,-50.559
45533,1.80909,1.38089,-4.49067,-2.95
45754,1.72591,1.48219,-4.45748,-1.321
45810,2.16894,1.36465,-4.73735,-12.486
46179,1.74729,2.21734,-4.68725,-15.481
46317,1.8854,2.07017,-4.30758,-7.665
46513,1.43839,1.4975,-4.6928,-8.996
46681,1.55432,1.98997,-4.50793,-7.586
46904,1.51212,1.56613,-3.83267,-12.093
47200,2.01769,1.76022,-4.33228,-3.101
47255,2.38676,1.73424,-4.44751,-12.923
47481,1.89273,2.01533,-4.25121,-6.358
47640,1.86593,1.8669,-4.77125,-8.955
47827,1.74017,1.7209,-3.91122,-6.602
48059,1.41431,1.58783,-4.96649,-17.469
48292,1.97229,1.94325,-4.76838,-11.022
48539,1.20906,1.29436,-4.70968,-20.101
48636,1.91027,1.33572,-4.95114,-15.874
48857,1.8414,1.40378,-4.4821,-2.613
49173,1.90201,1.3647,-4.0157,-6.043
49202,1.62698,1.63512,-4.36331,-0.784
49538,1.52319,1.68306,-4.39563,-2.523
49679,1.61101,1.87412,-4.07682,-5.586
49840,1.61101,1.60791,-4.68461,-5.387
50191,1.67663,1.32787,-4.70113,-8.135
50204,1.44203,2.14423,-4.95927,-23.795
50462,1.72636,2.46179,-4.33626,-22.721
50730,2.22909,1.53532,-4.79701,-13.764
50971,1.8345,1.25212,-4.27188,-4.854
51086,2.03598,1.48468,-4.44433,-3.613
51328,1.88831,1.18211,-4.6462,-10.77
51534,2.17142,1.48118,-4.8586,-14.448
51793,2.00745,1.23587,-4.13864,-8.242
51913,1.46078,1.96776,-4.38519,-7.819
52119,1.81187,1.7113,-4.69924,-5.352
52214,1.65906,1.82766,-4.01303,-5.621
52452,1.63448,1.88169,-4.35608,-3.375
52624,1.19227,1.76337,-4.20574,-13.699
52877,1.86515,1.92247,-3.91036,-9.726
53173,1.57699,1.38247,-4.42533,-3.505
53209,1.28766,1.88462,-4.45683,-10.995
53524,2.14595,2.2758,-4.2736,-18.035
53765,2.0301,1.94568,-3.94524,-10.877
53942,2.43249,1.84669,-3.85832,-22.347
54198,1.6932,1.5741,-4.44781,-0.858
54246,1.72426,1.58286,-4.43531,-0.619
54514,2.15416,0.894557,-4.74678,-29.277
54730,1.80104,1.28567,-4.33744,-3.807
54951,1.22352,1.8692,-4.66937,-15.77
55016,1.17684,1.87964,-4.77524,-19.755
55376,2.10918,2.13186,-4.53041,-13.39
55513,1.41618,1.68655,-4.30091,-4.635
55787,2.04994,1.63337,-4.45863,-3.506
55801,1.69461,1.89311,-4.64237,-6.381
56020,1.89017,1.34362,-4.00161,-6.677
56311,2.03782,0.837054,-4.41546,-26.561
56525,1.70227,1.67696,-4.61061,-3.339
56697,1.87801,1.41371,-4.4777,-2.652
56863,1.51925,1.66938,-4.49005,-3.344
57010,2.5131,1.64619,-4.36153,-17.107
57387,1.78486,1.46356,-4.57138,-3.036
57477,1.69099,1.93599,-4.50047,-5.056
57644,1.79491,1.81967,-4.54593,-3.472
57998,2.31532,2.13163,-4.82447,-23.993
58022,1.44471,1.27568,-3.88253,-17.004
58326,2.00939,1.41361,-4.33543,-3.38
58429,1.62943,1.89163,-4.43855,-4.022
58716,2.12922,1.33619,-3.98868,-10.675
58881,1.6661,2.03603,-4.17226,-7.541
59017,2.13097,1.89155,-4.2683,-7.086
59307,2.33047,1.54639,-4.53013,-11.536
59496,1.15968,1.53904,-4.34649,-14.148
59676,1.74391,1.46622,-4.40203,-0.956
59830,2.16952,0.797791,-4.58855,-31.69
60179,2.04664,1.21226,-4.2841,-8.3
60288,1.59465,1.35152,-3.91293,-10.25
60412,1.93428,1.28854,-4.0599,-7.041
60788,1.74853,1.88278,-4.37191,-2.892
60952,1.96949,2.13301,-3.97398,-14.523
61196,1.92341,1.75757,-4.4996,-2.9
61305,1.9828,2.23377,-4.42573,-13.96
61482,1.67061,2.18012,-4.45851,-11.471
61699,2.02614,1.74867,-4.19522,-3.591
61891,2.54682,1.66484,-4.76914,-23.898
62091,1.87294,1.82403,-4.11429,-3.571
62232,2.36219,2.01669,-4.21022,-16.328
62547,2.09634,2.01451,-4.40438,-9.007
62717,1.91142,1.32525,-4.58056,-5.798
62824,1.39202,1.69969,-4.31465,-5.317
63055,1.87671,1.27577,-4.554,-6.23
63228,2.42317,1.79453,-4.18976,-14.958
63594,2.01099,2.03145,-4.15035,-8.899
63779,1.61823,1.34984,-4.72814,-8.954
63985,1.36259,1.54387,-4.88334,-15.757
64004,1.91274,2.50352,-4.63745,-26.937
64382,1.60714,1.63835,-4.70707,-6.006
64484,1.34371,2.14157,-3.66563,-35.255
64774,1.74654,2.00595,-4.17532,-6.315
64887,1.17771,1.71491,-4.21121,-13.729
65149,1.99957,1.56288,-3.98294,-5.874
65231,1.97412,2.18039,-4.6224,-14.075
65466,1.84035,1.62416,-4.61415,-3.268
65634,1.28051,2.35248,-4.21336,-26.548
65938,1.95002,1.72694,-4.47108,-2.595
66050,1.99106,1.5593,-4.87478,-11.4
66335,1.59396,1.13466,-4.35969,-10.215
66404,1.90838,1.67082,-4.00938,-4.217
66635,1.7328,1.55754,-4.15562,-0.973
66832,1.25011,2.14517,-4.86346,-25.433
67054,1.26852,1.67907,-4.5128,-10.01
67218,1.51988,1.39951,-4.38235,-3.914
67588,1.56853,1.65589,-4.16848,-2.226
67631,2.26435,1.51621,-4.3418,-8.33
67947,1.7898,1.09552,-4.84149,-19.119
68182,2.14659,1.74968,-4.67129,-9.096
68241,1.88528,2.38483,-4.37725,-19.103
68538,2.04007,1.73709,-3.66289,-18.443
68644,1.72657,1.63516,-4.73813,-6.062
68816,2.02982,1.42912,-4.34323,-3.539
69089,1.75489,1.4173,-4.90646,-12.576
69388,2.03708,1.34388,-4.5518,-6.64
69509,1.65765,1.58048,-4.28862,-0.395
69670,2.51957,1.67243,-4.11937,-18.79
69887,2.04926,1.81311,-4.3567,-4.266
70038,1.89692,1.93385,-4.37057,-4.398
70219,2.15236,1.73165,-4.00951,-8.622
70566,1.80239,1.08987,-3.49583,-39.989
70746,2.27768,1.24184,-4.12783,-14.426
70966,1.88017,1.40611,-4.38312,-2.014
71153,1.59559,1.78536,-3.99159,-6.176
71202,1.75456,1.73064,-4.05676,-3.012
71522,1.40073,1.02952,-3.75524,-35.892
71694,1.0383,1.45382,-4.46478,-21.648
71808,1.57566,1.48569,-4.44195,-2.336
72087,1.98203,1.95759,-4.41225,-5.946
72207,2.30391,1.7206,-4.96954,-21.396
72480,1.2993,1.50722,-4.03829,-12.086
72632,1.54696,1.82843,-4.73263,-8.794
72842,1.455,1.63006,-3.9715,-8.292
73016,1.9719,1.71702,-4.41669,-2.338
73267,1.79616,2.02294,-4.49039,-6.786
73455,1.79866,1.34254,-4.32013,-2.493
73629,1.83992,1.60275,-4.17951,-0.849
73888,1.97651,1.24158,-4.49629,-7.367
74184,2.10728,1.18671,-4.10553,-11.961
74398,2.19219,1.43353,-4.29584,-7.011
74407,2.06236,1.13335,-4.18665,-11.799
74790,1.75616,1.18364,-4.48875,-7.955
74820,1.74941,1.3127,-4.0493,-5.958
75109,1.66179,1.44711,-3.81695,-11.398
75333,2.36362,1.68555,-4.4965,-12.2
75426,1.95715,1.79646,-4.53002,-4.048
75723,1.36626,2.03456,-4.95552,-22.395
75835,1.58736,1.95945,-4.99048,-18.374
76029,1.34578,1.58325,-4.5206,-7.627
76267,2.14018,1.95344,-4.09116,-10.095
76449,1.16404,1.48101,-4.46043,-14.855
76606,1.53964,1.39872,-4.42982,-3.879
76940,1.99033,1.74302,-4.64598,-5.834
77079,1.24308,1.90886,-4.51734,-13.44
77246,1.86871,1.97375,-4.43321,-5.368
77574,2.08711,1.49236,-4.71077,-8.728
77619,2.51004,1.94554,-4.64452,-22.532
77829,1.82942,1.51016,-4.57099,-2.755
78073,1.34626,2.05416,-4.44574,-12.99
78278,2.09548,2.01959,-4.3241,-8.96
78540,2.09509,1.79525,-4.5429,-6.348
78608,1.87831,1.78819,-4.6253,-4.741
78982,1.82556,1.09511,-4.39718,-10.558
79007,1.30326,1.61466,-3.90794,-15.104
79210,2.17352,1.39833,-4.32814,-6.944
79518,1.95093,1.58374,-3.8858,-7.822
79734,1.63759,1.31831,-4.15305,-4.69
79830,1.45208,1.37496,-4.70929,-10.742
80105,2.25107,1.4556,-4.66638,-11.914
80395,1.62989,1.44056,-4.20475,-2.035
80581,2.08015,1.81896,-4.23624,-5.096
80687,1.79897,1.93597,-4.50032,-4.891
80811,2.19526,1.4226,-4.8647,-15.78
81003,1.60016,1.52621,-4.32081,-1.126
81312,2.0123,1.16328,-4.90008,-19.718
81581,0.802736,1.74531,-4.80838,-37.756
81698,1.33062,1.73567,-4.42792,-7.705
81937,1.79866,1.43202,-4.73576,-7.063
82053,1.60883,1.49989,-4.87308,-11.335
82232,1.6943,1.32883,-4.66044,-7.046
82410,2.27205,1.04504,-4.31087,-19.552
82743,1.89919,1.5513,-4.15956,-1.59
82802,1.00131,1.04617,-4.73659,-42.612
83023,1.59648,1.84239,-4.48759,-3.967
83329,1.94296,1.91727,-4.0228,-7.378
83471,2.26935,1.22691,-4.29486,-13.174
83768,1.60378,1.74322,-4.20237,-2.094
83801,1.98519,1.73597,-4.36058,-2.423
84027,1.75396,1.48956,-4.91842,-12.266
84248,1.52536,2.19639,-4.50027,-14.025
84491,1.30979,1.48257,-4.46257,-8.899
84765,1.44323,2.2484,-4.5279,-17.522
84942,1.5751,1.44253,-4.44201,-2.801
85191,1.67832,1.32539,-4.7687,-9.978
85207,1.30271,1.91125,-4.78046,-16.177
85448,1.74545,2.09397,-4.69451,-11.851
85680,1.51276,1.13034,-4.71474,-16.962
85877,2.06201,1.41889,-4.42727,-4.61
86172,1.89015,1.08882,-3.67298,-28.124
86375,2.22357,1.38786,-4.56169,-10.133
86594,1.68723,2.37841,-4.03683,-22.46
86746,1.81675,1.20153,-3.98904,-10.686
86891,1.4267,1.43297,-4.13056,-6.956
87187,1.58771,1.22396,-4.44053,-7.427
87236,1.35703,1.77389,-4.40522,-7.138
87421,2.10989,2.22413,-4.99559,-27.359
87792,1.80899,1.29257,-4.18624,-4.276
