id,x0,x1,x2,fitness-4,fitness-5,fitness-4.5,fitness-3.5
97,-2.38142,4.16772,-4.14923,-70.241,NA,NA,NA
232,-2.56114,3.93196,-4.25289,NA,-80.653,NA,NA
498,-3.0688,3.69655,-4.83143,NA,-87.041,NA,NA
746,-2.19847,3.70736,-4.56295,NA,NA,-44.459,NA
951,-1.97941,3.58604,-4.71245,NA,NA,-32.018,NA
1068,-1.35958,3.66241,-5,NA,NA,-6.224,NA
1296,-1.19952,3.84763,-5,NA,-60.721,NA,NA
1569,-1.94549,4.56817,-5,NA,-53.632,NA,NA
1696,-1.78927,3.63295,-5,NA,-45.795,NA,NA
1868,-1.85835,3.89373,-5,NA,-43.01,NA,NA
2058,-1.49249,3.83638,-5,NA,-36.874,NA,NA
2393,-1.57576,3.80861,-5,-21.755,NA,NA,NA
2531,-1.5072,3.99842,-5,NA,NA,-19.569,NA
2703,-1.53947,3.78162,-5,-8.496,NA,NA,NA
2955,-1.50207,4.14597,-5,NA,-52.816,NA,NA
3133,-2.62289,3.88135,-5,NA,-54.709,NA,NA
3348,-1.91507,3.56374,-4.84926,NA,-49.322,NA,NA
3516,-1.6937,4.22098,-5,NA,-36.507,NA,NA
3769,-2.18154,3.14808,-5,NA,NA,-59.908,NA
3819,-2.39872,4.00774,-5,NA,-58.33,NA,NA
4176,-1.70313,3.71929,-4.35055,NA,-37.471,NA,NA
4300,-1.35796,3.35067,-5,NA,NA,-14.248,NA
4512,-1.04062,4.01688,-5,NA,-72.806,NA,NA
4672,-1.69676,4.54963,-5,NA,NA,-47.011,NA
4889,-2.40125,3.74016,-4.35259,NA,-52.948,NA,NA
5141,-1.74358,4.43394,-5,NA,-51.586,NA,NA
5239,-2.2528,5,-5,NA,NA,-76.036,NA
5569,-1.89826,4.19991,-5,NA,NA,-38.793,NA
5734,-2.60036,4.61289,-5,NA,-68.046,NA,NA
5853,-1.5721,3.47416,-4.93817,NA,-42.694,NA,NA
6048,-2.31758,3.76271,-5,NA,-65.369,NA,NA
6266,-1.95152,4.04528,-5,NA,-46.892,NA,NA
6440,-1.39905,3.57872,-5,NA,-39.883,NA,NA
6615,-1.3656,3.73867,-5,-16.992,NA,NA,NA
6991,-2.02304,4.09082,-5,NA,NA,-38.633,NA
7169,-1.795,4.07254,-5,NA,NA,-25.739,NA
7201,-2.51999,4.17849,-5,NA,-64.563,NA,NA
7549,-1.65548,3.78441,-5,NA,-29.223,NA,NA
7750,-1.12388,4.21611,-5,NA,-50.414,NA,NA
7971,-2.28573,4.37443,-4.17983,NA,NA,-67.915,NA
8135,-1.81611,4.49451,-5,NA,-55.482,NA,NA
8308,-1.35731,4.20387,-5,NA,-68.564,NA,NA
8534,-1.49242,3.34639,-5,-60.336,NA,NA,NA
8635,-2.06108,3.91711,-4.47021,NA,-62.234,NA,NA
8907,-2.08356,3.39454,-5,NA,-67.547,NA,NA
9175,-1.73424,3.67453,-5,NA,-48.974,NA,NA
9354,-1.40447,3.03123,-5,NA,-63.251,NA,NA
9511,-1.97909,3.98702,-5,NA,-38.061,NA,NA
9706,-1.65742,3.58869,-5,NA,-43.282,NA,NA
9916,-1.06348,3.65608,-5,NA,NA,-32.067,NA
10145,-1.86023,3.68577,-4.99653,NA,-43.414,NA,NA
10373,-2.25622,4.22037,-4.83769,-56.997,NA,NA,NA
10410,-2.12295,4.06377,-5,NA,NA,-41.67,NA
10729,-2.60237,4.35709,-5,NA,NA,-54.781,NA
10964,-1.71397,3.7595,-5,NA,NA,-27.089,NA
11108,-2.29808,3.37722,-4.76848,-68.01,NA,NA,NA
11340,-1.58459,4.14391,-4.33561,NA,NA,-41.549,NA
11500,-2.01268,4.73658,-5,NA,-55.894,NA,NA
11608,-2.31692,4.31532,-4.54759,NA,-64.816,NA,NA
11814,-1.35524,3.81793,-5,-11.985,NA,NA,NA
12110,-1.68224,3.58123,-4.92485,-13.183,NA,NA,NA
12400,-1.94506,3.5566,-5,NA,-50.763,NA,NA
12443,-1.1549,4.3748,-5,NA,-61.318,NA,NA
12674,-1.69693,3.57308,-4.86873,NA,-40.391,NA,NA
12950,-1.46711,3.77804,-4.47776,NA,NA,-38.762,NA
13124,-1.30151,3.73887,-5,-11.814,NA,NA,NA
13279,-2.11017,3.46853,-5,-39.028,NA,NA,NA
13453,-2.16738,3.34401,-5,NA,NA,-48.126,NA
13785,-1.92408,4.40347,-4.62397,NA,-58.791,NA,NA
13934,-1.59016,4.1555,-5,NA,-43.19,NA,NA
14185,-1.9276,3.74424,-5,NA,-37.36,NA,NA
14209,-1.98854,4.71403,-5,NA,-54.779,NA,NA
14549,-1.57028,4.10424,-5,NA,NA,-23.243,NA
14618,-2.12287,4.21752,-4.85515,NA,NA,-34.873,NA
14965,-1.80807,4.03023,-5,NA,-44.858,NA,NA
15077,-2.10851,3.90604,-5,-40.934,NA,NA,NA
15332,-1.77658,4.0253,-5,NA,NA,-22.229,NA
15456,-1.704,3.92011,-5,NA,NA,-10.631,NA
15734,-1.69122,3.80504,-5,NA,-53.983,NA,NA
15866,-1.93246,3.45851,-5,NA,-59.127,NA,NA
16167,-1.56952,4.70465,-5,NA,NA,-58.942,NA
16364,-1.3891,3.81032,-5,-21.769,NA,NA,NA
16483,-2.57006,3.70278,-4.65657,NA,-60.869,NA,NA
16771,-2.62397,3.69636,-5,NA,-57.806,NA,NA
16906,-2.99081,4.04375,-4.74627,NA,-79.31,NA,NA
17013,-2.44243,3.86801,-5,NA,-57.163,NA,NA
17299,-1.84998,4.25146,-5,NA,-49.278,NA,NA
17598,-1.70299,3.48307,-4.69549,NA,-38.462,NA,NA
17638,-1.85521,3.25627,-5,NA,NA,-38.081,NA
17935,-1.79398,3.93493,-5,NA,-38.485,NA,NA
18060,-1.64174,4.08014,-4.64195,NA,-46.331,NA,NA
18387,-1.45284,3.19104,-4.90924,NA,NA,-35.598,NA
18558,-2.18267,3.46627,-4.88803,NA,NA,-45.618,NA
18736,-1.57735,3.64649,-4.99798,NA,-37.507,NA,NA
18982,-1.96562,3.75987,-4.49062,NA,NA,-27.442,NA
19019,-1.3725,3.59248,-5,NA,NA,-9.814,NA
19381,-1.87716,3.60958,-5,-20.947,NA,NA,NA
19548,-1.8235,3.84654,-5,NA,NA,-25.941,NA
19739,-2.54572,3.98499,-5,NA,NA,-55.685,NA
19908,-1.49652,3.89113,-5,NA,-25.35,NA,NA
20069,-1.59599,4.79679,-5,NA,NA,-60.324,NA
20259,-1.73217,4.45421,-5,NA,-53.823,NA,NA
20420,-1.9412,4.40139,-5,NA,NA,-45.421,NA
20611,-1.60324,4.02072,-5,-28.913,NA,NA,NA
20878,-1.9534,3.90604,-5,NA,NA,-31.492,NA
21186,-1.38385,3.90118,-5,NA,-34.286,NA,NA
21320,-1.23293,3.662,-4.70067,NA,NA,-14.255,NA
21508,-1.24687,4.24218,-5,-40.57,NA,NA,NA
21703,-1.60999,4.5164,-5,NA,NA,-47.838,NA
21909,-1.55301,3.67877,-4.18831,NA,-59.303,NA,NA
22179,-1.5087,3.52196,-5,NA,-49.951,NA,NA
22381,-2.24298,3.48581,-5,NA,-50.549,NA,NA
22406,-1.9896,3.66277,-4.30567,-40.843,NA,NA,NA
22671,-1.65689,3.81961,-5,NA,-53.117,NA,NA
22950,-2.69808,4.38622,-5,NA,-75.315,NA,NA
23134,-1.9806,3.86625,-5,NA,-34.706,NA,NA
23330,-2.17986,3.85954,-5,-45.5,NA,NA,NA
23470,-1.80029,3.40123,-5,NA,NA,-28.404,NA
23621,-1.52731,3.51555,-5,-48.85,NA,NA,NA
23911,-2.25792,4.47085,-5,NA,NA,-56.421,NA
24163,-2.12262,3.199,-4.87822,NA,-69.825,NA,NA
24211,-2.23468,3.34564,-4.78002,NA,-49.06,NA,NA
24405,-2.07608,3.15432,-5,NA,-67.974,NA,NA
24643,-1.85066,4.66094,-4.39057,NA,-70.125,NA,NA
24919,-1.96843,4.3679,-5,NA,-61.595,NA,NA
25145,-2.19032,3.62808,-5,NA,-44.83,NA,NA
25334,-1.88666,3.94782,-5,NA,-42.004,NA,NA
25457,-2.44528,3.99255,-5,NA,-57.867,NA,NA
25712,-1.324,3.92573,-5,NA,-39.977,NA,NA
25945,-1.39304,3.94885,-5,NA,NA,-15.877,NA
26135,-1.47228,3.74565,-5,-13.17,NA,NA,NA
26290,-2.22906,3.46416,-5,-53.783,NA,NA,NA
26568,-1.78748,3.60443,-4.68148,NA,NA,-18.95,NA
26754,-1.19604,3.32951,-5,NA,-59.196,NA,NA
26899,-1.1897,3.37339,-5,NA,NA,-47.521,NA
27174,-1.94763,3.24589,-5,NA,NA,-35.27,NA
27312,-1.41284,3.80841,-5,NA,NA,-21.661,NA
27467,-1.7191,4.15994,-5,NA,NA,-33.718,NA
27733,-1.17042,3.49642,-5,NA,-56.87,NA,NA
27929,-1.85182,3.4122,-5,NA,-50.689,NA,NA
28198,-1.86614,3.86749,-5,NA,NA,-23.444,NA
28213,-1.50583,3.08211,-4.92875,NA,-60.585,NA,NA
28582,-1.89853,3.94128,-5,NA,-34.732,NA,NA
28711,-1.48974,3.32953,-5,NA,NA,-17.976,NA
28931,-2.66112,3.98495,-4.65968,-69.998,NA,NA,NA
29172,-1.83219,4.31457,-5,NA,-49.037,NA,NA
29214,-1.79806,3.38704,-5,NA,NA,-34.619,NA
29415,-1.80591,3.85787,-4.72733,-22.647,NA,NA,NA
29780,-2.22052,4.01003,-5,NA,NA,-39.763,NA
29865,-1.57617,3.75415,-5,-6.389,NA,NA,NA
30105,-2.15448,3.85529,-5,-44.881,NA,NA,NA
30300,-1.55676,3.45259,-5,NA,-47.171,NA,NA
30515,-1.6891,4.30523,-5,NA,-39.078,NA,NA
30702,-2.16283,4.55596,-4.55675,NA,-65.069,NA,NA
30807,-1.91368,3.66313,-5,NA,-31.567,NA,NA
31172,-1.06518,4.02927,-5,NA,-69.08,NA,NA
31300,-1.03943,4.12224,-5,NA,-58.981,NA,NA
31437,-1.50005,3.76877,-5,NA,NA,-11.698,NA
31611,-1.6662,3.76265,-5,-18.807,NA,NA,NA
31802,-2.64217,3.28434,-5,NA,NA,-59.219,NA
32192,-2.36138,3.91635,-4.4918,NA,-53.821,NA,NA
32270,-1.96894,3.83606,-4.94172,-28.21,NA,NA,NA
32559,-1.57243,3.32122,-5,NA,NA,-37.201,NA
32653,-1.22619,3.41897,-4.84156,-44.086,NA,NA,NA
32913,-1.66658,3.71059,-5,NA,-50.856,NA,NA
33039,-1.72181,3.57466,-5,NA,-29.942,NA,NA
33347,-2.10006,3.89475,-5,NA,NA,-37.648,NA
33418,-1.77509,3.5257,-5,NA,NA,-18.394,NA
33602,-1.87086,4.10146,-5,-34.942,NA,NA,NA
33863,-1.73642,3.70083,-5,NA,NA,-11.648,NA
34156,-2.26546,3.76199,-5,NA,-61.996,NA,NA
34359,-2.35854,3.38905,-5,NA,-49.81,NA,NA
34502,-2.16569,3.6227,-5,NA,-47.555,NA,NA
34659,-3.1332,3.94736,-5,NA,-84.918,NA,NA
34879,-1.28024,4.06455,-5,NA,-56.031,NA,NA
35012,-1.43512,3.79138,-5,NA,-32.005,NA,NA
35223,-2.32688,4.31187,-5,NA,-49.779,NA,NA
35489,-2.08144,3.97413,-5,-43.79,NA,NA,NA
35748,-1.83224,3.25359,-5,NA,NA,-41.013,NA
35891,-1.34014,3.65911,-4.99767,NA,-42.379,NA,NA
36063,-1.88118,4.21839,-4.40594,NA,-53.579,NA,NA
36347,-2.13692,3.85691,-5,NA,-42.237,NA,NA
36508,-2.01444,3.60262,-4.95412,NA,-47.171,NA,NA
36664,-2.42503,4.58189,-5,-61.955,NA,NA,NA
36900,-1.28292,4.01203,-4.90315,-22.501,NA,NA,NA
37113,-2.08239,2.94032,-5,NA,-64.25,NA,NA
37208,-1.96218,4.67688,-5,NA,-53.136,NA,NA
37556,-1.9878,3.86857,-5,NA,-34.718,NA,NA
37704,-2.02995,3.45454,-5,NA,-47.334,NA,NA
37875,-1.38454,4.3773,-5,NA,NA,-35.978,NA
38066,-1.94006,3.92032,-5,-32.297,NA,NA,NA
38379,-1.76774,3.2373,-5,NA,NA,-40.502,NA
38425,-2.15058,3.87418,-5,NA,-42.446,NA,NA
38659,-1.77993,4.40792,-4.9188,NA,-48.128,NA,NA
38856,-1.55804,3.57375,-5,NA,-44.57,NA,NA
39196,-1.16526,3.6389,-4.9294,NA,NA,-27.215,NA
39222,-1.15751,4.11253,-4.95901,NA,-54.462,NA,NA
39545,-1.59136,3.60463,-5,-12.771,NA,NA,NA
39743,-1.54057,3.62234,-4.59571,NA,NA,-27.78,NA
39976,-1.70001,3.36021,-5,-28.916,NA,NA,NA
40122,-2.72867,3.87458,-5,NA,-61.932,NA,NA
40372,-1.71748,3.3152,-4.83964,NA,NA,-35.865,NA
40575,-1.29527,3.97768,-5,NA,NA,-25.376,NA
40668,-1.17531,4.03141,-4.88638,-38.21,NA,NA,NA
40983,-1.29076,3.88859,-5,NA,-35.144,NA,NA
41051,-2.16238,3.56828,-5,NA,-53.019,NA,NA
41275,-1.63751,3.99925,-5,NA,-46.571,NA,NA
41512,-1.7867,4.12887,-5,-36.554,NA,NA,NA
41755,-1.99369,4.01951,-5,-35.062,NA,NA,NA
41996,-1.7884,3.5472,-4.47087,NA,NA,-27.349,NA
42157,-2.10255,3.64992,-5,NA,NA,-36.666,NA
42264,-1.96476,3.78071,-5,NA,-34.563,NA,NA
42460,-1.71643,3.43291,-5,NA,NA,-29.171,NA
42742,-1.35683,3.82397,-5,NA,-32.17,NA,NA
42954,-1.8965,3.32542,-4.64016,NA,NA,-40.379,NA
43056,-1.91862,3.52036,-4.67345,NA,NA,-23.846,NA
43305,-1.84554,4.12555,-5,NA,NA,-29.732,NA
43573,-1.4659,3.98011,-5,NA,-41.785,NA,NA
43706,-1.69003,4.5177,-5,NA,NA,-47.027,NA
43874,-2.08706,4.34693,-5,NA,NA,-49.415,NA
44033,-1.66012,4.00661,-5,NA,NA,-16.604,NA
44325,-2.30315,3.81507,-5,NA,NA,-33.873,NA
44571,-1.14927,3.68049,-5,NA,NA,-17.409,NA
44604,-2.09342,4.51152,-5,NA,NA,-53.503,NA
44947,-2.22454,3.83156,-4.5914,-48.563,NA,NA,NA
45166,-1.22079,3.69619,-5,-14.266,NA,NA,NA
45353,-1.99734,3.60212,-5,NA,-39.441,NA,NA
45598,-1.26875,3.42557,-4.77361,NA,NA,-15.605,NA
45642,-2.42013,3.53958,-4.89438,-58.602,NA,NA,NA
45874,-1.64022,3.89526,-4.62487,-36.979,NA,NA,NA
46037,-2.08312,3.72384,-4.65198,NA,-45.731,NA,NA
46212,-1.6568,3.50371,-4.94423,NA,-35.139,NA,NA
46457,-1.38121,4.09619,-5,NA,-57.209,NA,NA
46616,-1.63703,3.13404,-5,NA,-70.712,NA,NA
46905,-1.88987,3.7343,-4.6804,NA,-42.59,NA,NA
47048,-1.93971,4.11172,-4.48661,NA,-49.925,NA,NA
47271,-2.47424,4.04364,-5,-54.505,NA,NA,NA
47490,-2.02209,4.5045,-5,-58.034,NA,NA,NA
47709,-1.40402,3.88045,-5,NA,-32.794,NA,NA
47915,-1.35932,3.9416,-5,-17.266,NA,NA,NA
48053,-1.71332,4.6255,-5,NA,NA,-43.686,NA
48383,-1.54842,4.26598,-5,NA,-50.949,NA,NA
48474,-1.67003,3.66006,-4.88444,NA,NA,-3.575,NA
48605,-1.76927,3.88902,-4.3328,-46.664,NA,NA,NA
48959,-2.10109,4.44631,-5,NA,-57.423,NA,NA
49003,-2.26328,4.34766,-5,NA,-51.235,NA,NA
49292,-1.48424,3.11007,-4.65613,-60.443,NA,NA,NA
49556,-1.65389,4.57649,-5,-64.744,NA,NA,NA
49723,-1.59969,3.6984,-5,NA,NA,-4.196,NA
49851,-1.76946,4.34512,-5,NA,-43.031,NA,NA
50147,-2.0933,3.06237,-4.94478,NA,-62.532,NA,NA
50280,-1.70904,3.4094,-5,NA,-34.766,NA,NA
50409,-1.9636,4.03265,-4.8133,NA,NA,-31.286,NA
50720,-1.42249,3.73854,-5,NA,-33.279,NA,NA
50825,-1.4127,3.7102,-5,NA,-25.403,NA,NA
51101,-1.69783,4.29035,-5,NA,-38.234,NA,NA
51277,-1.43511,3.86251,-5,NA,NA,-12.75,NA
51468,-2.87476,3.24978,-4.92413,NA,-76.366,NA,NA
51603,-1.94899,3.79743,-4.72064,NA,NA,-30.541,NA
51860,-1.55825,3.5631,-5,NA,NA,-5.405,NA
52088,-2.52861,3.11798,-5,NA,NA,-75.134,NA
52307,-1.44846,4.23473,-5,NA,-65.27,NA,NA
52476,-1.7414,3.26852,-4.91376,NA,-39.782,NA,NA
52697,-1.66141,4.02624,-4.65117,-22.413,NA,NA,NA
52892,-1.87352,4.86732,-5,NA,NA,-67.796,NA
53149,-1.11329,4.17688,-4.99939,NA,NA,-54.317,NA
53376,-2.37982,4.72992,-5,NA,-78.379,NA,NA
53407,-2.60754,3.34178,-5,NA,NA,-52.982,NA
53642,-1.73895,3.72196,-5,NA,NA,-12.896,NA
53866,-1.70218,4.16697,-4.58733,NA,-50.673,NA,NA
54186,-1.01812,4.36892,-5,NA,-64.388,NA,NA
54387,-1.89471,4.5254,-4.83428,NA,NA,-53.098,NA
54562,-1.5659,3.37467,-5,NA,-48.716,NA,NA
54652,-1.5563,3.87409,-4.88435,NA,-44.569,NA,NA
54937,-1.70406,4.02592,-5,NA,NA,-18.926,NA
55089,-1.74002,3.47409,-5,-19.649,NA,NA,NA
55211,-1.51676,3.84791,-5,NA,-39.702,NA,NA
55582,-2.00986,3.60544,-5,NA,-47.216,NA,NA
55616,-1.28044,3.67703,-4.9396,-13.387,NA,NA,NA
55983,-1.48602,4.0649,-5,-36.428,NA,NA,NA
56026,-1.98124,3.93955,-4.79656,NA,-32.284,NA,NA
56299,-1.3655,4.04879,-5,NA,-42.056,NA,NA
