id,x0,x1,x2,fitness
24,-1.83048,4.00066,0,-140.871
345,-1.75,5,0,-84.402
520,-1.50868,4.51218,0,-7.065
683,-1.2285,4.93538,0,-80.804
934,-1.50586,5,0,-74.656
1003,-0.256655,5,0,-179.021
1283,-1.35738,4.5234,0,-23.534
1553,-1.3879,4.67891,0,-36.574
1776,-1.8049,5,0,-84.466
1844,-1.44515,4.71797,0,-40.953
2040,-1.80694,4.22384,0,-49.86
2274,-1.64911,5,0,-77.91
2459,-1.37277,5,0,-77.132
2783,-2.43678,5,0,-147.115
2932,-1.7164,5,0,-81.859
3021,-1.62213,5,0,-75.12
3224,-1.76981,4.19276,0,-51.91
3436,-1.27659,4.70115,0,-54.047
3645,-1.96567,5,0,-91.214
3810,-0.995576,5,0,-111.258
4113,-1.19441,5,0,-90.524
4250,-1.17459,5,0,-94.384
4527,-1.25299,5,0,-84.83
4619,-2.04601,4.45896,0,-75.33
4929,-0.570299,4.74507,0,-166.762
5081,-1.87602,5,0,-84.717
5203,-2.13134,5,0,-102.398
5569,-1.07909,5,0,-104.421
5748,-1.37256,4.74042,0,-48.006
5945,-1.55985,5,0,-73.462
6080,-2.20251,4.12705,0,-144.313
6283,-1.31376,4.22345,0,-46.802
6489,-1.58276,4.54362,0,-8.773
6699,-0.66396,4.64153,0,-158.202
6930,-1.24923,4.41361,0,-40.64
7187,-1.61817,5,0,-74.955
7223,-1.98671,5,0,-91.562
7493,-2.49153,5,0,-152.745
7682,-0.993074,4.87681,0,-111.795
7807,-1.04662,5,0,-108.6
8117,-0.574934,5,0,-149.741
8246,-1.77076,5,0,-84.301
8538,-1.80157,4.69477,0,-49.906
8728,-1.37539,5,0,-77.454
8988,-1.70044,5,0,-80.12
9159,-1.60763,5,0,-74.66
9394,-1.47651,4.39124,0,-3.52
9401,-1.96999,4.70014,0,-74.649
9778,-1.88495,5,0,-83.716
9978,-1.72312,5,0,-82.064
10106,-1.88277,4.68503,0,-55.645
10206,-1.864,4.88151,0,-76.282
10457,-2.73827,5,0,-199.286
10668,-2.04188,4.64783,0,-78.16
10859,-1.86079,5,0,-84.921
11071,-1.27009,4.91738,0,-75.268
11308,-2.26166,4.99147,0,-116.335
11432,-2.13295,4.29012,0,-97.712
11752,-1.71587,4.22203,0,-33.182
11902,-1.49646,4.4669,0,-3.968
12094,-1.19775,4.28832,0,-63.056
12287,-1.55977,5,0,-73.459
12577,-1.3242,5,0,-78.461
12625,-1.82395,5,0,-84.333
12804,-1.16947,5,0,-95.483
13072,-0.737339,5,0,-137.066
13359,-1.16001,4.6959,0,-78.533
13445,-0.553493,4.35245,0,-193.502
13724,-0.682253,4.92716,0,-142.141
13985,-0.441197,5,0,-154.857
14112,-1.35699,5,0,-78.218
14225,-1.38932,4.71239,0,-42.378
14403,-1.81379,4.32853,0,-30.967
14726,-1.38889,4.45375,0,-13.839
14825,-1.57125,4.35566,0,-0.936
15009,-1.38842,5,0,-76.606
15294,-2.06614,5,0,-99.637
15446,-1.14995,4.52929,0,-71.163
15788,-1.40612,4.60619,0,-25.45
15968,-1.77803,4.63586,0,-37.917
16124,-1.66559,4.28855,0,-12.343
16363,-1.90495,4.4746,0,-45.516
16405,-0.260575,4.89025,0,-186.764
16798,-1.43864,4.8309,0,-60.253
16910,-1.7515,5,0,-84.706
17066,-0.794159,5,0,-134.71
17382,-0.686897,5,0,-140.29
17531,-1.56846,4.39538,0,-0.033
17636,-0.193642,4.95649,0,-184.224
17929,-1.62794,4.23715,0,-17.8
18079,-0.667146,4.13464,0,-239.349
18254,-1.27679,4.26834,0,-45.294
18581,-1.63216,4.71006,0,-36.714
18660,-1.53865,5,0,-75.145
18958,-1.95051,5,0,-90.573
19046,-1.57092,5,0,-73.591
19281,-2.36588,5,0,-137.327
19595,-2.23251,4.40612,0,-108.816
19785,-2.1685,4.74319,0,-101.072
19979,-1.71172,4.91576,0,-72.001
20151,-1.29926,5,0,-78.369
20258,-1.43872,5,0,-77.739
20403,-1.32997,5,0,-77.984
20628,-1.78738,4.93239,0,-75.478
20844,-1.40845,5,0,-77.147
21056,-1.64812,4.17927,0,-34.878
21397,-1.2922,4.39423,0,-28.857
21575,-1.47472,5,0,-76.397
21704,-1.3913,5,0,-76.086
21964,-2.03947,4.63509,0,-79.753
22041,-1.68556,5,0,-78.942
22326,-1.85171,4.96586,0,-80.863
22543,-1.88512,4.24941,0,-54.229
22794,-1.61586,4.15476,0,-37.189
22921,-1.13915,4.40759,0,-73.184
23053,-0.0529229,4.91635,0,-207.23
23400,-0.336097,4.57701,0,-192.935
23499,-0.706266,4.74003,0,-150.677
23790,-0.958716,5,0,-118.436
23958,-1.61946,5,0,-75.303
24112,-1.14391,5,0,-99.606
24215,-1.7648,5,0,-84.087
24592,-1.55237,5,0,-74.595
24681,-1.88893,5,0,-83.331
24802,-2.10037,4.42808,0,-80.562
25021,-1.33879,4.26469,0,-32.928
25266,-1.31836,4.54333,0,-29.878
25451,-1.34911,4.92694,0,-71.595
25761,-1.75283,4.22934,0,-38.747
25824,-1.7638,4.05035,0,-100.754
26193,-1.25241,5,0,-84.852
26367,-1.87616,4.70927,0,-59.618
26452,-2.10064,4.71488,0,-91.568
26788,-1.46089,4.5604,0,-15.039
26957,-1.34246,5,0,-79.021
27187,-1.3798,4.48557,0,-17.359
27316,-1.30069,5,0,-78.56
27520,-1.47488,4.88791,0,-64.59
27726,-1.50275,4.85275,0,-58.077
27989,-0.799155,4.85799,0,-140.53
28036,-1.17123,4.38853,0,-62.231
28382,-1.22528,4.70957,0,-64.851
28515,-1.61467,4.56858,0,-13.006
28732,-1.47736,4.73418,0,-41.299
28962,-1.55236,4.54861,0,-9.388
29043,-1.07427,5,0,-104.757
29319,-1.24887,5,0,-85.87
29464,-1.56217,5,0,-73.694
29753,-1.47921,5,0,-75.958
29853,-2.03776,5,0,-100.352
30169,-2.52653,5,0,-164.872
30297,-1.63552,4.53949,0,-10.981
30514,-1.34175,5,0,-79.102
30740,-1.81884,4.49553,0,-32.311
30907,-1.99614,5,0,-93.62
31109,-1.86948,4.09781,0,-95.782
31239,-2.13007,3.98346,0,-190.246
31476,-1.2765,4.46796,0,-34.244
31756,-1.97647,4.74381,0,-77.06
31942,-0.592112,5,0,-148.086
32071,-1.66873,4.34739,0,-6.847
32375,-2.07299,4.23536,0,-103.098
32581,-1.5684,4.83479,0,-55.293
32608,-1.40664,4.58694,0,-23.064
32942,-1.24563,4.45755,0,-41.63
33115,-0.869965,4.96417,0,-129.708
33214,-1.6155,5,0,-74.69
33563,-1.55717,5,0,-73.954
33688,-1.20196,5,0,-89.801
33802,-1.49265,4.19135,0,-28.547
34012,-1.28702,4.38781,0,-29.844
34371,-1.52534,4.15499,0,-36.115
34503,-1.26703,4.17687,0,-70.031
34646,-2.00775,5,0,-95.87
34917,-1.21097,5,0,-89.337
35046,-1.02682,5,0,-109.215
35221,-0.384668,5,0,-159.506
35519,-1.29057,4.8605,0,-69.268
35728,-1.33072,4.0988,0,-79.409
35970,-1.56212,4.73889,0,-38.647
36121,-1.34436,4.89731,0,-71.535
36324,-1.91603,5,0,-87.512
36494,-1.77698,4.38418,0,-21.352
36639,-1.17686,4.98974,0,-93.377
36914,-2.00322,4.47026,0,-68.161
37082,-2.20888,4.38214,0,-94.288
37228,-2.08988,4.15333,0,-116.717
37429,-2.28126,4.248,0,-137.98
37666,-2.36944,4.5952,0,-145.856
37972,-1.67131,4.74798,0,-45.413
38049,-1.68757,3.85428,0,-206.107
38315,-1.97457,4.57128,0,-63.61
38524,-1.38685,4.96542,0,-72.168
38694,-1.43725,5,0,-77.97
38812,-1.73875,5,0,-84.566
39018,-1.04995,5,0,-108.589
39229,-0.76969,5,0,-135.974
39587,-1.76573,4.16777,0,-57.553
39649,-1.33054,4.22046,0,-44.105
39810,-2.47838,4.95981,0,-147.262
40170,-2.22371,5,0,-111.107
40365,-1.93555,5,0,-90.468
40544,-1.75923,4.85274,0,-69.407
40687,-1.09246,4.93871,0,-98.076
40929,-1.67885,4.43077,0,-6.949
41161,-1.24197,4.49489,0,-44.947
41208,-1.04103,5,0,-108.491
41487,-1.54069,5,0,-75.456
41657,-2.48429,5,0,-150.31
41812,-1.67916,5,0,-78.63
42166,-1.9844,4.7706,0,-82.129
42294,-1.4845,5,0,-75.328
42452,-1.57512,5,0,-74.062
42778,-2.34052,5,0,-134.663
42941,-0.753483,5,0,-138.608
43198,-2.0818,5,0,-98.268
43355,-1.91886,5,0,-87.173
43531,-1.66894,5,0,-78.08
43723,-1.84704,4.5758,0,-41.748
43828,-1.43373,4.83605,0,-60.351
44032,-1.62176,5,0,-75.001
44349,-1.62811,5,0,-75.701
44548,-1.04956,5,0,-108.737
44783,-1.56903,4.59531,0,-15.342
44878,-1.22998,4.32896,0,-48.14
45073,-2.18654,4.9218,0,-99.614
