id,x0,x1,x2,fitness-2.5
72,-0.0338632,2.29793,-3.21947,-118.249
232,-0.0338632,2.29793,-4.08085,-87.321
248,1.35181,2.29793,-4.08085,-18.823
268,1.80097,2.29793,-4.08085,-14.723
290,1.80097,1.64631,-4.08085,-3.314
309,1.80097,1.64631,-4.19437,-2.058
362,1.80097,1.64631,-4.19437,-0.658
399,1.80097,1.64631,-4.20991,-0.546
439,1.80097,1.64631,-4.40611,-0.533
475,1.74814,1.64631,-4.40611,-0.482
510,1.74814,1.64631,-4.31659,-0.155
557,1.74814,1.61702,-4.31659,-0.083
649,1.74814,1.61702,-4.31659,-0.048
669,1.75071,1.61702,-4.31659,-0.047
710,1.75071,1.61702,-4.31659,-0.021
867,1.75071,1.59546,-4.31659,-0.005
900,1.75071,1.59546,-4.31555,-0.005
997,1.75551,1.59546,-4.31555,-0.003
1932,1.75675,1.59546,-4.31555,-0.003
1980,1.75675,1.59546,-4.30436,-0.002
2261,1.75675,1.59546,-4.30436,-0.002
2638,1.75844,1.59546,-4.30436,-0.002
2795,1.75844,1.59546,-4.30436,-0.001
3265,1.75844,1.59546,-4.30436,-0.001
3317,1.75844,1.59546,-4.30894,0
7209,1.75844,1.59566,-4.30894,0
7252,1.7574,1.59566,-4.30894,0
8140,2.64909,1.59566,-4.30894,-21.583
